Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Assets?MediaChannelId=fb8329fc-9545-1ceb-e72d-39e942e67719&MediaChannelText=%09Customer%20Care%20Services&CampaignID=51a8da8e-2afa-4c47-ae26-e14f01ff5e7c&CampaignText=S10%20Test%20Campaign"", false)",IE 11,,,2019-10-11 13:12:50,2019-10-11 13:12:50,0.001s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#page/GB/en-GB/AllDevices/S10"")",IE 11,,,2019-10-11 13:12:50,2019-10-11 13:12:51,1.234s,PASSED
"scrollToElement(findTestObject(""Home Page/Homa Page Tiles/Campaigns/Page_Samsung Marketing Cloud/h1_Available Adaptations""), 0)",IE 11,,,2019-10-11 13:12:51,2019-10-11 13:12:53,2.237s,PASSED
"click(findTestObject(""Home Page/Homa Page Tiles/Campaigns/Page_Samsung Marketing Cloud/a_eRetail""))",IE 11,,,2019-10-11 13:12:53,2019-10-11 13:12:57,3.537s,PASSED
delay(1),IE 11,,,2019-10-11 13:12:57,2019-10-11 13:12:58,1.003s,PASSED
url = getUrl(),IE 11,,,2019-10-11 13:12:58,2019-10-11 13:12:59,1.035s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Assets?MediaChannelId=2e70a285-f254-76e1-b316-39e942e56d30&MediaChannelText=eRetail&CampaignID=51a8da8e-2afa-4c47-ae26-e14f01ff5e7c&CampaignText=S10%20Test%20Campaign"", false)",IE 11,,,2019-10-11 13:12:59,2019-10-11 13:12:59,0.002s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#page/GB/en-GB/AllDevices/S10"")",IE 11,,,2019-10-11 13:12:59,2019-10-11 13:13:00,1.239s,PASSED
"scrollToElement(findTestObject(""Home Page/Homa Page Tiles/Campaigns/Page_Samsung Marketing Cloud/h1_Available Adaptations""), 0)",IE 11,,,2019-10-11 13:13:00,2019-10-11 13:13:03,2.224s,PASSED
"click(findTestObject(""Home Page/Homa Page Tiles/Campaigns/Page_Samsung Marketing Cloud/a_Retail marketing""))",IE 11,,,2019-10-11 13:13:03,2019-10-11 13:13:06,3.497s,PASSED
delay(1),IE 11,,,2019-10-11 13:13:06,2019-10-11 13:13:07,1.003s,PASSED
url = getUrl(),IE 11,,,2019-10-11 13:13:07,2019-10-11 13:13:08,1.026s,PASSED
"verifyMatch(url, ""https://samsung-adzu4-staging.codeworldwide.com/#page/Assets?MediaChannelId=5e98f30f-0197-d02e-ff7c-39e942e93d93&MediaChannelText=Retail%20Marketing&CampaignID=51a8da8e-2afa-4c47-ae26-e14f01ff5e7c&CampaignText=S10%20Test%20Campaign"", false)",IE 11,,,2019-10-11 13:13:08,2019-10-11 13:13:08,0.002s,PASSED
"navigateToUrl(""https://samsung-adzu4-staging.codeworldwide.com/#page/GB/en-GB/AllDevices/S10"")",IE 11,,,2019-10-11 13:13:08,2019-10-11 13:13:09,1.243s,PASSED
"scrollToElement(findTestObject(""Home Page/Homa Page Tiles/Campaigns/Page_Samsung Marketing Cloud/h1_Available Adaptations""), 0)",IE 11,,,2019-10-11 13:13:09,2019-10-11 13:13:12,2.198s,PASSED
"click(findTestObject(""Home Page/Homa Page Tiles/Campaigns/Page_Samsung Marketing Cloud/a_Digital media""))",IE 11,,,2019-10-11 13:13:12,2019-10-11 13:13:15,3.540s,PASSED
delay(1),IE 11,,,2019-10-11 13:13:15,2019-10-11 13:13:16,1.001s,PASSED
url = getUrl(),IE 11,,,2019-10-11 13:13:16,2019-10-11 13:13:17,1.040s,PASSED
